K,candidate_id,case_id,condition_number,dbdt_p95,group_p95_W0,group_p95_W1,group_p95_W2,group_p95_W3,group_p95_disk_1.0,group_p95_disk_4.0,group_p95_point,h_p95,ip_p95,n_tasks,qualifies,scope,spectral_error,spectral_error_s0,spectral_error_s1,split,total_p95,valid
4,K04_cc_span4.0_shift-0.5_dens1.25,TR03,7.776039579817538,0.21928119689528164,0.15874207095313733,0.16464025302268778,0.1638097326814411,nan,nan,nan,0.1664674794509952,0.3002009315834083,0.048721274220895866,6,False,point,0.01898637213397069,0.015635356274106237,0.01898637213397069,train,0.1664674794509952,True
4,K04_cc_span4.0_shift+0.0_dens1.00,TR03,6.54508617265672,0.3167534519758744,0.30729024585823256,0.31667899343617273,0.3233915169169775,nan,nan,nan,0.3237965437613276,1.0016801976166783,0.12790462417720752,6,False,point,0.04710733991496952,0.04070983772444566,0.04710733991496952,train,0.3237965437613276,True
4,K04_cc_span4.0_shift+0.0_dens1.25,TR03,7.180845400352189,0.18462046483486352,0.18395468988328426,0.18448083181335884,0.18502258926217172,nan,nan,nan,0.18571708305623227,0.5207443266859102,0.05747285718939686,6,False,point,0.024125292008246316,0.020521828033650682,0.024125292008246316,train,0.18571708305623227,True
4,K04_cc_span4.0_shift+0.5_dens1.00,TR03,6.102226494938977,0.10482748524686154,0.06594461270983558,0.06782311051350763,0.0792541916031259,nan,nan,nan,0.07701414148760961,0.16592943274365343,0.024145142330850886,6,False,point,0.01015629165840193,0.008449386144161105,0.01015629165840193,train,0.07701414148760961,True
4,K04_cc_span4.0_shift+0.5_dens1.25,TR03,6.660968690084423,0.27067879758041336,0.19611247736466292,0.19625502723781207,0.1954301289425246,nan,nan,nan,0.19757952894332134,0.32642356526719307,0.07501020923129444,6,False,point,0.029065843324674445,0.023789055657910084,0.029065843324674445,train,0.19757952894332134,True
4,K04_cc_span6.0_shift-0.5_dens1.00,TR03,6.008933038554537,0.45650498710065496,0.4004336737909941,0.40205018999867154,0.4051641290826706,nan,nan,nan,0.4079649213071315,1.389088475103191,0.22443174045896908,6,False,point,0.08986949546675835,0.07641208912519633,0.08986949546675835,train,0.4079649213071315,True
4,K04_cc_span6.0_shift-0.5_dens1.25,TR03,5.9423216816651765,0.4050177792815212,0.3095862612537166,0.3113175723385568,0.3151997920427212,nan,nan,nan,0.31781591201251913,0.9320023426324565,0.147004299283462,6,False,point,0.05740124844875935,0.04757471313197177,0.05740124844875935,train,0.31781591201251913,True
4,K04_cc_span6.0_shift+0.0_dens1.00,TR03,5.281018268853003,0.5347120737725207,0.5230325799407501,0.5256277906778174,0.5254659926380041,nan,nan,nan,0.5281524844807892,1.476405463193449,0.2681390152577085,6,False,point,0.08871217589555822,0.08046138951013625,0.08871217589555822,train,0.5281524844807892,True
4,K04_cc_span6.0_shift+0.0_dens1.25,TR03,5.383555203673648,0.40277897250780137,0.39035263038313034,0.4053245351336188,0.4208002354160058,nan,nan,nan,0.41911935132462574,1.176516784400369,0.1697275317449086,6,False,point,0.059960418927151427,0.052426563060280554,0.059960418927151427,train,0.41911935132462574,True
4,K04_cc_span6.0_shift+0.5_dens1.00,TR03,6.884315455545997,0.34374610373651376,0.30904725696838,0.30918211603304796,0.3092920654942513,nan,nan,nan,0.3095438954395706,0.7009576748721122,0.1286407124139289,6,False,point,0.04014887647095464,0.03956384825733329,0.04014887647095464,train,0.3095438954395706,True
